순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
102,주기자 :주진우의 정통시사활극 ,지은이: 주진우,푸른숲,2012,,9788971848784,3340,340.4,"3,636"
103,나쁜 사마리아인들:장하준의 경제학 파노라마,장하준 지음;이순희 옮김,부키,2007,,9788960510197,3320,326.211,"3,628"
104,인간의 본성에 관한 10가지 이론,"레슬리 스티븐슨,박중서 옮김",갈라파고스,2006,,9788990809155,3100,114.3,"3,611"
105,도쿄를 알면 일본어가 보인다 :여행서보다 더 친절한 도쿄 일본어 안내서 ,김현근 지음,북이십일 21세기북스,2008,,9788950913533,98740,730,"3,609"
106,뿌리 깊은 나무 :이정명 장편소설 ,이정명,밀리언하우스,2007,1,9788991643154,4810,813.6,"3,600"
107,자기중심의 인생경영,정연식 지음,웅진씽크빅,2006,,9788901060514,13320,325.04,"3,592"
108,가시고백 :김려령 장편소설 ,지은이: 김려령,비룡소,2012,,9788949123141,3810,813.7,"3,581"
109,난설헌 :최문희 장편소설 ,지은이: 최문희,다산북스,2011,,9788963706856,3810,813.62,"3,571"
110,건투를 빈다 :김어준의 정면돌파 인생매뉴얼 ,지은이: 김어준,푸른숲,2008,,9788971847985,3810,199.1,"3,560"
111,"지금 사랑하지 않는 자, 모두 유죄 :노희경 에세이 ",저자: 노희경,헤르메스미디어,2008,,9788995816769,3810,814.6,"3,545"
112,(민족 시인)신동엽,김응교 지음;한병호 그림,사계절출판사,2005,25,9788958281146,73810,998.8,"3,544"
113,서른 살엔 미처 몰랐던 것들 :죽어라 결심과 후회만 반복하는 그럼에도 한 발 한 발 내딛어 보려는 소심하고 서툰 청춘들에게 ,김선경 지음,웅진씽크빅,2010,,9788901114637,3810,199.1,"3,539"
113,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9788997175857,77840,843,"3,539"
115,파리 5구의 여인 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2012,,9788984371132,3840,843.5,"3,536"
116,사라진 소녀들 :안드레아스 빙켈만 장편소설 ,지은이: 안드레아스 빙켈만 ;옮긴이: 서유리,웅진씽크빅,2011,,9788901127507,3850,853,"3,535"
117,방황해도 괜찮아 :법륜 스님의 청춘 멘토링 ,법륜 지음 ;박승순 그림,지식채널,2012,,9788952764232,3810,199.5,"3,525"
118,(흔들리는 30대를 위한) 언니의 독설,김미경 지음,북이십일 21세기북스,2011,2,9788950931780,3320,325.04,"3,462"
119,우리는 사랑일까:알랭 드 보통 장편소설,알랭 드 보통 지음;공경희 옮김,은행나무,2005,,9788956601373,3840,843,"3,454"
120,세상을 잇는 다리,필레몬 스터지스 글;김연수 옮김,문학동네,2006,,9788954601184,77840,536,"3,442"
121,심학산 아이들,노경실 지음;임향한 그림,사계절출판사,2000,38,9788971966150,73810,813.6,"3,439"
122,4개의 통장 :평범한 사람이 목돈을 만드는 가장 빠른 시스템 ,고경호 지음,다산북스,2009,,9788993285550,3320,327.04,"3,438"
123,나는 까칠하게 살기로 했다 :상처받지 않고 사람을 움직이는 관계의 심리학 ,양창순 지음,센추리원,2012,,9788996746416,3320,189.2,"3,436"
124,(네가 어떤 삶을 살든) 나는 너를 응원할 것이다 :공지영 산문 ,공지영,오픈하우스,2008,,9788996047636,3800,814.6,"3,423"
125,현명한 부모는 아이의 마음을 먼저 읽는다,주정일;김중석 그림,샘터사,2006,13,9788946414112,4370,598.1,"3,422"
126,"멈추지 마, 다시 꿈부터 써봐 :73개의 꿈을 쓰고 세계에 도전하다 ",김수영 지음,웅진지식하우스,2010,,9788901107585,3810,818,"3,420"
127,스무살에 알았더라면 좋았을 것들 :스탠포드대 미래인생 보고서 ,티나 실리그 지음 ;이수경 옮김,웅진씽크빅,2010,,9788901108384,3320,181.53,"3,418"
128,천년의 금서 :김진명 장편소설 ,지은이: 김진명,새움출판사,2009,,9788988537015,3810,813.6,"3,410"
129,서른 살이 심리학에게 묻다 :대한민국 30대를 위한 심리치유카페 ,김혜남 지음,웅진씽크빅,2008,,9788901078588,3180,186.5,"3,405"
130,청춘 불패 :이외수의 소생법 ,지은이:이외수 ;그린이: 정태련,해냄출판사,2009,,9788973370603,3810,814.6,"3,400"
131,신참자 ,히가시노 게이고 지음 ;김난주 옮김,재인,2012,,9788990982469,3830,833.6,"3,390"
132,엄마가 아이를 아프게 한다 :아이를 행복하게 하는 좋은 엄마의 필독서 ,문은희 지음,위즈덤하우스,2011,,9788991731578,13590,598.1,"3,348"
133,음악가와 친구들=Musicians and their friends,이덕희 지음,가람기획,2002,,9788984351264,3600,670.99,"3,345"
134,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9788956602998,3810,813.6,"3,339"
135,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9788982819278,3810,813.7,"3,334"
136,화차:미야베 미유키 장편소설,미야베 미유키 [지음];박영난 옮김,시아출판사,2006,,9788981441968,3830,833.6,"3,326"
137,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9788956601021,3830,833.6,"3,305"
138,책은 도끼다 :박웅현 인문학 강독회 ,지은이: 박웅현,북하우스 퍼블리셔스,2011,,9788956055466,3810,1.3,"3,298"
139,코드 그린 =뜨겁고 평평하고 붐비는 세계 /Code green ,토머스 프리드먼 [지음] ;이영민 옮김,북이십일 21세기북스,2008,,9788950916428,13320,539.98,"3,280"
140,못 가본 길이 더 아름답다 :박완서 산문집 ,지은이: 박완서,현대문학,2010,,9788972754671,3810,814.62,"3,278"
141,박스 :컨테이너 역사를 통해 본 세계경제학 ,마크 레빈슨 지음 ;김동미 옮김,북이십일 21세기북스,2008,,9788950914653,3320,326.36,"3,277"
142,아웃라이어 :성공의 기회를 발견한 사람들 ,말콤 글래드웰 [지음] ;노정태 옮김,김영사,2009,,9788934933151,3320,325.04,"3,276"
143,철학이 필요한 시간 :강신주의 인문학 카운슬링 ,강신주 지음,사계절출판사,2011,,9788958285342,3100,104,"3,269"
144,오늘 내가 살아갈 이유 ,위지안 지음 ;이현아 옮김,위즈덤하우스,2011,,9788959136612,3820,828,"3,268"
145,마당을 나온 암탉 ,황선미 지음 ;김환영 그림,사계절출판사,2007,40,9788971968710,73810,813.7,"3,251"
146,달려라 정봉주 ,정봉주 지음,왕의서재,2011,,9788993949469,3340,340.4,"3,241"
147,(과학사 속의)대논쟁 10:과학사에서 가장 격렬했던 열 가지 논쟁에 관한 이야기,핼 헬먼 지음;이충호 옮김,가람기획,2000,,9788984350328,3400,404,"3,236"
148,조선의 청백리,이영춘 외지음,가람기획,2003,,9788984351561,3910,991.1,"3,226"
149,폴란드사,정병권 저,대한교과서,1997,,9788937805035,93920,925.6,"3,214"
150,무라카미 하루키 잡문집 ,지은이: 무라카미 하루키 ;옮긴이: 이영미,비채,2011,,9788994343501,3830,838,"3,213"
151,빌 브라이슨 발칙한 유럽산책 :발칙한 글쟁이의 의외로 훈훈한 여행기 ,빌 브라이슨 지음 ;권상미 옮김,북이십일 21세기북스,2008,,9788950913618,3840,982.02,"3,204"
152,딴지돌이 영화 타고 우주로 가다:스타워즈에서 우주전쟁까지 유쾌발랄 영화 속 우주이야기,이재진 지음,이제이북스,2005,,9788956440736,3400,443,"3,200"
153,"하루 15분 정리의 힘 :삶을 다시 사랑하게 되는 공간, 시간, 인맥 정리법 =(The) power of organizing ",윤선현 지음,위즈덤하우스,2012,,9788960865273,3320,325.211,"3,193"
154,소란한 보통날 ,에쿠니 가오리 지음 ;김난주 옮김,태일소담,2011,,9788973816484,3830,833.6,"3,186"
155,(내가 듣고 싶은)과학교실,데이비드 엘리엇 브로디;이충호 옮김,가람기획,2001,,9788984350687,3400,400,"3,184"
156,(베르나르 베르베르의) 상상력 사전 :새롭게 증보된 상대적이며 절대적인 지식의 백과사전 ,베르나르 베르베르 지음 ;임호경 옮김,열린책들,2011,,9788932910864,3860,868,"3,175"
156,아기가 잘 먹는 이유식은 따로 있다 - 파워블로거 마더스고양이의 이유식 체험 실전서,김정미,레시피팩토리,2010,,9788996347200,13590,,"3,175"
158,조영래 - 인권변호사,박상률|한병호,사계절,2005,26,9788958280613,73810,,"3,149"
159,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,2002-2018,2,9788949150567,73840,843,"3,145"
160,성균관 유생들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,1,9788963710051,4810,813.6,"3,120"
161,꿈이 있는 거북이는 지치지 않습니다 :김병만 달인정신 ,김병만 지음,실크로드,2011,,9788994893150,3040,41,"3,101"
162,"그건, 사랑이었네 :한비야 에세이 ",지은이: 한비야,푸른숲,2009,,9788971848173,3810,818,"3,098"
163,베이비 위스퍼 골드:행복한 엄마들의 아기 존중 육아법,"트레이시 호그,노혜숙 옮김",세종서적,2007,,9788984072367,3590,598.122,"3,091"
164,피카소=Pablo Picasso,지엔씨 미디어 [편],지엔씨 미디어,2006,,9788991127210,73600,653,"3,081"
165,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"3,069"
166,해리포터와 불사조 기사단,조앤 K. 롤링 저;최인자 옮김,문학수첩,2003,51,9788983921437,4840,843,"3,051"
167,3개의 초감각 =귀신같이 핵심을 꿰뚫어보는 능력 /Break the common sense ,미타니 코지 지음 ;이동희 옮김,다산북스,2009,,9788993285918,3320,325.04,"3,041"
168,돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 ,지은이: 마이클 샌델 ;옮긴이: 안기순,미래엔,2012,,9788937833663,3330,193,"3,028"
169,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,2002-2018,3,9788949150574,73840,843,"3,027"
170,내가 알고 있는 걸 당신도 알게 된다면 :전세계가 주목한 코넬대학교의 인류 유산 프로젝트 ,칼 필레머 지음 ;박여진 옮김,토네이도미디어그룹,2012,,9788994013503,3320,331.23,"3,024"
171,"(아침3분, 아름다워지는 습관)호흡다이어트",니시하라 가츠나리 지음;이근아 옮김,넥서스Books,2004,,9788957970416,13510,512.57,"3,016"
172,나는 세계일주로 경제를 배웠다 ,코너우드먼 지음 ;홍선영 옮김,웅진씽크빅,2011,,9788901110691,3840,320.04,"2,996"
172,공지영의 지리산 행복학교 ,지은이: 공지영,오픈하우스,2010,,9788993824469,3810,814.7,"2,996"
174,아기성장 보고서 =EBS 특별기획 다큐멘터리 /Baby growth report ,EBS〈아기성장보고서〉제작팀 지음,위즈덤하우스,2009,,9788959133642,3590,598.122,"2,983"
175,화차 :미야베 미유키 장편소설 ,지은이: 미야베 미유키 ;옮긴이: 이영미,문학동네,2012,,9788954617437,3830,833.6,"2,982"
176,카산드라의 거울 :베르나르 베르베르 장편소설,지은이: 베르나르 베르베르 ;옮긴이: 임호경,열린책들,2010,1,9788932910680,4860,863,"2,978"
177,(한눈에 보는) 만화 성경개관=신약편/(A)survey of the Bible,백금산 글;김종두 그림,부흥과개혁사,2007,,9788960920057,3230,233.5,"2,973"
178,원더보이 =김연수 장편소설 /Wonder boy ,지은이: 김연수,문학동네,2012,,9788954617482,3810,813.7,"2,962"
179,웃음과 느림이 답이다,정구영 지음,태웅출판사,2005,,9788972091608,3510,517.34,"2,961"
180,너는 모른다 :정이현 장편소설 ,지은이: 정이현,문학동네,2009,,9788954609647,3810,813.7,"2,956"
181,까사마미식 수납법 :no.001~no.157 ,지은이: 심현주,동아일보사,2011,,9788970908441,13590,595.4,"2,953"
182,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"2,952"
183,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,2002-2018,5,9788949150598,73840,843,"2,947"
184,"작은 아파트 인테리어 =15평부터 33평까지, 획일적인 공간을 유니크하게! /Unique apartment ",지은이: 김은진,그리고책,2011,,9788991995963,13590,595.4,"2,937"
184,심리의 마스터=To read people,천칭위 지음;김하나 옮김,부글북스,2006,,9788995747339,3180,182.2,"2,937"
186,세상에서 제일 힘센 수탉 ,글쓴이: 이호백 ;그린이: 이억배,재미마주,1997,,9788986565041,77810,813.6,"2,926"
186,명탐정의 규칙 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2010,,9788990982377,3830,833.6,"2,926"
188,마구 ,히가시노 게이고 지음 ;이혁재 옮김,재인,2011,,9788990982452,3830,833.6,"2,922"
189,아주 가벼운 깃털 하나 :공지영 에세이 ,공지영,한겨레출판,2009,,9788984313170,3810,814.6,"2,916"
190,우리집 키친 인테리어:아름다운 집을 위한 특별한 아이디어 100가지,지은이: 슈 로즈;옮긴이: 한유미,아카데미북,2007,,9788956810737,13590,595.4,"2,914"
191,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,2,9788932908564,4860,863,"2,909"
192,시골의사의 부자경제학:경제 원리에 숨겨진 부자들의 투자 비밀,박경철 지음,웅진씽크빅,2006,,9788901058030,3320,327.8,"2,907"
193,소년을 위로해줘 :은희경 장편소설 ,지은이: 은희경,문학동네,2010,,9788954613507,3810,813.7,"2,895"
194,가이아:살아있는 생명체로서의 지구,제임스 러브록 지음;홍욱희 옮김,갈라파고스,2004,,9788990809032,3400,472.5,"2,877"
195,바람이 분다 당신이 좋다 :이병률 여행산문집 ,지은이: 이병률,달출판사,2012,,9788993928488,3810,818,"2,870"
196,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9788982814471,3860,879,"2,865"
197,해리포터와 불사조 기사단,조앤 K. 롤링 저;최인자 옮김,문학수첩,2003,54,9788983921468,4840,843,"2,863"
198,왓칭 =신이 부리는 요술 /Watching ,김상운 지음,정신세계사,2011,,9788935703463,3320,181.37,"2,856"
199,불합격을 피하는 법 :고시 및 공무원시험을 안전하게 붙는 방법 ,최규호 지음,법률저널,2009,,9788991850446,93360,350.4,"2,854"
200,성균관 유생들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,2,9788963710068,4810,813.6,"2,848"
